ID Factura,Sucursal,Ciudad,Tipo Cliente,Sexo,Linea de Producto,Precio Unitario,Cantidad,Tax 5%,Total,Fecha,Hora,Tipo Pago,cogs,porcentaje de margen bruto,ingreso bruto,Rating
307-85-2293,Este,Punta Cana,Normal,Masculino,Hogar y Estilo de Vida,50.28,5,12.57,263.97,3/7/2019,13:58,Cheque,251.4,4.761904762,12.57,9.7
743-04-1105,Este,Punta Cana,Miembro,Masculino,Salud y Belleza,97.22,9,43.749,918.729,3/30/2019,14:43,Cheque,874.98,4.761904762,43.749,6
423-57-2993,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,93.39,6,28.017,588.357,3/27/2019,19:18,Cheque,560.34,4.761904762,28.017,10
894-41-5205,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,43.18,8,17.272,362.712,1/19/2019,19:39,Tarjeta de Credito,345.44,4.761904762,17.272,8.3
275-28-0149,Sur,San Cristobal,Normal,Masculino,Deportes y Viajes,63.69,1,3.1845,66.8745,2/25/2019,16:21,Efectivo,63.69,4.761904762,3.1845,6
101-17-6199,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,45.79,7,16.0265,336.5565,3/13/2019,19:44,Tarjeta de Credito,320.53,4.761904762,16.0265,7
423-80-0988,Norte,Santiago,Normal,Masculino,Deportes y Viajes,76.4,2,7.64,160.44,1/30/2019,19:42,Cheque,152.8,4.761904762,7.64,6.5
548-46-9322,Este,Punta Cana,Normal,Masculino,Alimentos y Bebidas,39.9,10,19.95,418.95,2/20/2019,15:24,Tarjeta de Credito,399,4.761904762,19.95,5.9
505-02-0892,Este,Punta Cana,Miembro,Masculino,Salud y Belleza,42.57,8,17.028,357.588,2/25/2019,14:12,Cheque,340.56,4.761904762,17.028,5.6
234-65-2137,Norte,Santiago,Normal,Masculino,Hogar y Estilo de Vida,95.58,10,47.79,1003.59,1/16/2019,13:32,Efectivo,955.8,4.761904762,47.79,4.8
687-47-8271,Sur,San Cristobal,Normal,Masculino,Cosmeticos,98.98,10,49.49,1039.29,2/8/2019,16:20,Tarjeta de Credito,989.8,4.761904762,49.49,8.7
796-32-9050,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,51.28,6,15.384,323.064,1/19/2019,16:31,Efectivo,307.68,4.761904762,15.384,6.5
105-31-1824,Sur,San Cristobal,Miembro,Masculino,Deportes y Viajes,69.52,7,24.332,510.972,2/1/2019,15:10,Tarjeta de Credito,486.64,4.761904762,24.332,8.5
249-42-3782,Sur,San Cristobal,Normal,Masculino,Salud y Belleza,70.01,5,17.5025,367.5525,1/3/2019,11:36,Cheque,350.05,4.761904762,17.5025,5.5
316-55-4634,Este,Punta Cana,Miembro,Masculino,Alimentos y Bebidas,80.05,5,20.0125,420.2625,1/26/2019,12:45,Tarjeta de Credito,400.25,4.761904762,20.0125,9.4
733-33-4967,Norte,Santiago,Normal,Masculino,Accesorios Electronicos,20.85,8,8.34,175.14,3/3/2019,19:17,Efectivo,166.8,4.761904762,8.34,6.3
608-27-6295,Este,Punta Cana,Miembro,Masculino,Accesorios Electronicos,52.89,6,15.867,333.207,1/19/2019,17:34,Tarjeta de Credito,317.34,4.761904762,15.867,9.8
414-12-7047,Este,Punta Cana,Normal,Masculino,Alimentos y Bebidas,19.79,8,7.916,166.236,1/18/2019,12:04,Cheque,158.32,4.761904762,7.916,8.7
827-26-2100,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,33.84,9,15.228,319.788,3/21/2019,16:21,Cheque,304.56,4.761904762,15.228,8.8
175-54-2529,Sur,San Cristobal,Miembro,Masculino,Alimentos y Bebidas,22.17,8,8.868,186.228,3/3/2019,17:01,Tarjeta de Credito,177.36,4.761904762,8.868,9.6
139-52-2867,Norte,Santiago,Normal,Femenino,Cosmeticos,22.51,7,7.8785,165.4485,2/13/2019,10:50,Tarjeta de Credito,157.57,4.761904762,7.8785,4.8
407-63-8975,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,73.88,6,22.164,465.444,3/23/2019,19:16,Cheque,443.28,4.761904762,22.164,4.4
342-65-4817,Norte,Santiago,Miembro,Masculino,Salud y Belleza,86.8,3,13.02,273.42,1/28/2019,16:47,Cheque,260.4,4.761904762,13.02,9.9
130-98-8941,Norte,Santiago,Normal,Masculino,Cosmeticos,64.26,7,22.491,472.311,2/9/2019,10:00,Efectivo,449.82,4.761904762,22.491,5.7
434-83-9547,Norte,Santiago,Miembro,Masculino,Alimentos y Bebidas,38.47,8,15.388,323.148,1/23/2019,11:51,Efectivo,307.76,4.761904762,15.388,7.7
851-28-6367,Sur,San Cristobal,Miembro,Masculino,Deportes y Viajes,15.5,10,7.75,162.75,3/23/2019,10:55,Cheque,155,4.761904762,7.75,8
824-88-3614,Norte,Santiago,Normal,Masculino,Salud y Belleza,34.31,8,13.724,288.204,1/25/2019,15:00,Cheque,274.48,4.761904762,13.724,5.7
586-25-0848,Sur,San Cristobal,Normal,Femenino,Deportes y Viajes,12.34,7,4.319,90.699,3/4/2019,11:19,Tarjeta de Credito,86.38,4.761904762,4.319,6.7
895-66-0685,Este,Punta Cana,Miembro,Masculino,Alimentos y Bebidas,18.08,3,2.712,56.952,3/5/2019,19:46,Cheque,54.24,4.761904762,2.712,8
305-14-0245,Este,Punta Cana,Miembro,Femenino,Hogar y Estilo de Vida,94.49,8,37.796,793.716,3/3/2019,19:00,Cheque,755.92,4.761904762,37.796,7.5
732-04-5373,Este,Punta Cana,Miembro,Masculino,Hogar y Estilo de Vida,46.47,4,9.294,195.174,2/8/2019,10:53,Efectivo,185.88,4.761904762,9.294,7
400-60-7251,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,74.07,1,3.7035,77.7735,2/10/2019,12:50,Cheque,74.07,4.761904762,3.7035,9.9
593-65-1552,Norte,Santiago,Normal,Femenino,Hogar y Estilo de Vida,69.81,4,13.962,293.202,1/28/2019,20:50,Tarjeta de Credito,279.24,4.761904762,13.962,5.9
284-34-9626,Este,Punta Cana,Normal,Femenino,Hogar y Estilo de Vida,77.04,3,11.556,242.676,2/11/2019,10:39,Tarjeta de Credito,231.12,4.761904762,11.556,7.2
437-58-8131,Este,Punta Cana,Normal,Femenino,Cosmeticos,73.52,2,7.352,154.392,1/15/2019,13:41,Cheque,147.04,4.761904762,7.352,4.6
286-43-6208,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,87.8,9,39.51,829.71,3/16/2019,19:08,Efectivo,790.2,4.761904762,39.51,9.2
641-43-2399,Este,Punta Cana,Normal,Masculino,Hogar y Estilo de Vida,25.55,4,5.11,107.31,1/26/2019,20:23,Cheque,102.2,4.761904762,5.11,5.7
831-07-6050,Sur,San Cristobal,Normal,Masculino,Accesorios Electronicos,32.71,5,8.1775,171.7275,3/19/2019,11:30,Tarjeta de Credito,163.55,4.761904762,8.1775,9.9
556-86-3144,Norte,Santiago,Miembro,Femenino,Cosmeticos,74.29,1,3.7145,78.0045,1/13/2019,19:30,Efectivo,74.29,4.761904762,3.7145,5
848-24-9445,Norte,Santiago,Miembro,Masculino,Salud y Belleza,43.7,2,4.37,91.77,3/26/2019,18:03,Efectivo,87.4,4.761904762,4.37,4.9
856-22-8149,Sur,San Cristobal,Normal,Femenino,Hogar y Estilo de Vida,25.29,1,1.2645,26.5545,3/23/2019,10:13,Cheque,25.29,4.761904762,1.2645,6.1
699-01-4164,Norte,Santiago,Normal,Masculino,Salud y Belleza,41.5,4,8.3,174.3,3/12/2019,19:58,Tarjeta de Credito,166,4.761904762,8.3,8.2
420-11-4919,Norte,Santiago,Miembro,Femenino,Alimentos y Bebidas,71.39,5,17.8475,374.7975,2/17/2019,19:57,Tarjeta de Credito,356.95,4.761904762,17.8475,5.5
606-80-4905,Norte,Santiago,Miembro,Femenino,Deportes y Viajes,19.15,6,5.745,120.645,1/29/2019,10:01,Tarjeta de Credito,114.9,4.761904762,5.745,6.8
542-41-0513,Este,Punta Cana,Miembro,Femenino,Accesorios Electronicos,57.49,4,11.498,241.458,3/15/2019,11:57,Efectivo,229.96,4.761904762,11.498,6.6
426-39-2418,Norte,Santiago,Normal,Masculino,Accesorios Electronicos,61.41,7,21.4935,451.3635,1/14/2019,10:02,Efectivo,429.87,4.761904762,21.4935,9.8
875-46-5808,Este,Punta Cana,Miembro,Masculino,Salud y Belleza,25.9,10,12.95,271.95,2/6/2019,14:51,Cheque,259,4.761904762,12.95,8.7
394-43-4238,Este,Punta Cana,Miembro,Masculino,Hogar y Estilo de Vida,17.77,5,4.4425,93.2925,2/15/2019,12:42,Tarjeta de Credito,88.85,4.761904762,4.4425,5.4
749-24-1565,Sur,San Cristobal,Normal,Femenino,Salud y Belleza,23.03,9,10.3635,217.6335,1/3/2019,12:02,Cheque,207.27,4.761904762,10.3635,7.9
672-51-8681,Norte,Santiago,Miembro,Femenino,Accesorios Electronicos,66.65,9,29.9925,629.8425,1/4/2019,18:19,Tarjeta de Credito,599.85,4.761904762,29.9925,9.7
263-87-5680,Norte,Santiago,Miembro,Femenino,Hogar y Estilo de Vida,28.53,10,14.265,299.565,3/18/2019,17:38,Cheque,285.3,4.761904762,14.265,7.8
573-58-9734,Este,Punta Cana,Normal,Femenino,Cosmeticos,30.37,3,4.5555,95.6655,3/28/2019,13:41,Cheque,91.11,4.761904762,4.5555,5.1
817-69-8206,Este,Punta Cana,Normal,Femenino,Accesorios Electronicos,99.73,9,44.8785,942.4485,3/2/2019,19:42,Tarjeta de Credito,897.57,4.761904762,44.8785,6.5
888-02-0338,Sur,San Cristobal,Normal,Masculino,Accesorios Electronicos,26.23,9,11.8035,247.8735,1/25/2019,20:24,Cheque,236.07,4.761904762,11.8035,5.9
677-11-0152,Norte,Santiago,Normal,Femenino,Alimentos y Bebidas,93.26,9,41.967,881.307,1/16/2019,18:08,Efectivo,839.34,4.761904762,41.967,8.8
142-63-6033,Este,Punta Cana,Normal,Masculino,Hogar y Estilo de Vida,92.36,5,23.09,484.89,3/20/2019,19:17,Cheque,461.8,4.761904762,23.09,4.9
656-16-1063,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,46.42,3,6.963,146.223,1/4/2019,13:24,Tarjeta de Credito,139.26,4.761904762,6.963,4.4
891-58-8335,Este,Punta Cana,Miembro,Femenino,Deportes y Viajes,29.61,7,10.3635,217.6335,3/11/2019,15:53,Efectivo,207.27,4.761904762,10.3635,6.5
802-43-8934,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,18.28,1,0.914,19.194,3/22/2019,15:05,Tarjeta de Credito,18.28,4.761904762,0.914,8.3
560-30-5617,Este,Punta Cana,Normal,Femenino,Deportes y Viajes,24.77,5,6.1925,130.0425,3/24/2019,18:27,Efectivo,123.85,4.761904762,6.1925,8.5
319-74-2561,Sur,San Cristobal,Miembro,Femenino,Accesorios Electronicos,94.64,3,14.196,298.116,2/21/2019,16:55,Efectivo,283.92,4.761904762,14.196,5.5
549-03-9315,Este,Punta Cana,Normal,Masculino,Cosmeticos,94.87,8,37.948,796.908,2/12/2019,12:58,Cheque,758.96,4.761904762,37.948,8.7
790-29-1172,Este,Punta Cana,Normal,Femenino,Alimentos y Bebidas,57.34,3,8.601,180.621,3/10/2019,18:59,Tarjeta de Credito,172.02,4.761904762,8.601,7.9
239-36-3640,Este,Punta Cana,Normal,Masculino,Accesorios Electronicos,45.35,6,13.605,285.705,1/31/2019,13:44,Cheque,272.1,4.761904762,13.605,6.1
468-01-2051,Este,Punta Cana,Normal,Masculino,Alimentos y Bebidas,62.08,7,21.728,456.288,3/6/2019,13:46,Cheque,434.56,4.761904762,21.728,5.4
389-25-3394,Norte,Santiago,Normal,Masculino,Accesorios Electronicos,11.81,5,2.9525,62.0025,2/17/2019,18:06,Efectivo,59.05,4.761904762,2.9525,9.4
279-62-1445,Norte,Santiago,Miembro,Femenino,Cosmeticos,12.54,1,0.627,13.167,2/21/2019,12:38,Efectivo,12.54,4.761904762,0.627,8.2
213-72-6612,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,43.25,2,4.325,90.825,3/20/2019,15:56,Efectivo,86.5,4.761904762,4.325,6.2
746-68-6593,Norte,Santiago,Miembro,Femenino,Deportes y Viajes,87.16,2,8.716,183.036,1/11/2019,14:29,Tarjeta de Credito,174.32,4.761904762,8.716,9.7
836-82-5858,Este,Punta Cana,Miembro,Masculino,Salud y Belleza,69.37,9,31.2165,655.5465,1/26/2019,19:14,Cheque,624.33,4.761904762,31.2165,4
583-72-1480,Norte,Santiago,Miembro,Masculino,Accesorios Electronicos,37.06,4,7.412,155.652,1/31/2019,16:24,Cheque,148.24,4.761904762,7.412,9.7
466-61-5506,Este,Punta Cana,Miembro,Femenino,Accesorios Electronicos,90.7,6,27.21,571.41,2/26/2019,10:52,Efectivo,544.2,4.761904762,27.21,5.3
721-86-6247,Sur,San Cristobal,Normal,Femenino,Hogar y Estilo de Vida,63.42,8,25.368,532.728,3/11/2019,12:55,Cheque,507.36,4.761904762,25.368,7.4
289-65-5721,Este,Punta Cana,Normal,Femenino,Cosmeticos,81.37,2,8.137,170.877,1/26/2019,19:28,Efectivo,162.74,4.761904762,8.137,6.5
545-46-3100,Este,Punta Cana,Miembro,Femenino,Accesorios Electronicos,10.59,3,1.5885,33.3585,3/12/2019,13:52,Tarjeta de Credito,31.77,4.761904762,1.5885,8.7
418-02-5978,Este,Punta Cana,Normal,Femenino,Salud y Belleza,84.09,9,37.8405,794.6505,2/11/2019,10:54,Efectivo,756.81,4.761904762,37.8405,8
269-04-5750,Este,Punta Cana,Miembro,Masculino,Cosmeticos,73.82,4,14.764,310.044,2/21/2019,18:31,Efectivo,295.28,4.761904762,14.764,6.7
157-13-5295,Sur,San Cristobal,Miembro,Masculino,Salud y Belleza,51.94,10,25.97,545.37,3/9/2019,18:24,Cheque,519.4,4.761904762,25.97,6.5
645-78-8093,Sur,San Cristobal,Normal,Femenino,Deportes y Viajes,93.14,2,9.314,195.594,1/20/2019,18:09,Cheque,186.28,4.761904762,9.314,4.1
211-30-9270,Norte,Santiago,Normal,Masculino,Salud y Belleza,17.41,5,4.3525,91.4025,1/28/2019,15:16,Tarjeta de Credito,87.05,4.761904762,4.3525,4.9
755-12-3214,Norte,Santiago,Miembro,Femenino,Cosmeticos,44.22,5,11.055,232.155,3/5/2019,17:07,Tarjeta de Credito,221.1,4.761904762,11.055,8.6
346-84-3103,Este,Punta Cana,Miembro,Femenino,Accesorios Electronicos,13.22,5,3.305,69.405,3/2/2019,19:26,Efectivo,66.1,4.761904762,3.305,4.3
478-06-7835,Sur,San Cristobal,Normal,Masculino,Cosmeticos,89.69,1,4.4845,94.1745,1/11/2019,11:20,Cheque,89.69,4.761904762,4.4845,4.9
540-11-4336,Sur,San Cristobal,Normal,Masculino,Alimentos y Bebidas,24.94,9,11.223,235.683,1/11/2019,16:49,Tarjeta de Credito,224.46,4.761904762,11.223,5.6
448-81-5016,Sur,San Cristobal,Normal,Masculino,Salud y Belleza,59.77,2,5.977,125.517,3/11/2019,12:01,Tarjeta de Credito,119.54,4.761904762,5.977,5.8
142-72-4741,Norte,Santiago,Miembro,Masculino,Cosmeticos,93.2,2,9.32,195.72,2/28/2019,18:37,Tarjeta de Credito,186.4,4.761904762,9.32,6
217-58-1179,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,62.65,4,12.53,263.13,1/5/2019,11:25,Efectivo,250.6,4.761904762,12.53,4.2
376-02-8238,Este,Punta Cana,Normal,Masculino,Hogar y Estilo de Vida,93.87,8,37.548,788.508,2/2/2019,18:42,Tarjeta de Credito,750.96,4.761904762,37.548,8.3
530-90-9855,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,47.59,8,19.036,399.756,1/1/2019,14:47,Efectivo,380.72,4.761904762,19.036,5.7
866-05-7563,Este,Punta Cana,Miembro,Femenino,Accesorios Electronicos,81.4,3,12.21,256.41,2/9/2019,19:43,Efectivo,244.2,4.761904762,12.21,4.8
604-70-6476,Sur,San Cristobal,Miembro,Masculino,Cosmeticos,17.94,5,4.485,94.185,1/23/2019,14:04,Cheque,89.7,4.761904762,4.485,6.8
799-71-1548,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,77.72,4,15.544,326.424,1/7/2019,16:11,Tarjeta de Credito,310.88,4.761904762,15.544,8.8
785-13-7708,Este,Punta Cana,Normal,Masculino,Alimentos y Bebidas,73.06,7,25.571,536.991,1/14/2019,19:06,Tarjeta de Credito,511.42,4.761904762,25.571,4.2
845-51-0542,Este,Punta Cana,Miembro,Masculino,Alimentos y Bebidas,46.55,9,20.9475,439.8975,2/2/2019,15:34,Cheque,418.95,4.761904762,20.9475,6.4
662-47-5456,Norte,Santiago,Miembro,Masculino,Cosmeticos,35.19,10,17.595,369.495,3/17/2019,19:06,Tarjeta de Credito,351.9,4.761904762,17.595,8.4
883-17-4236,Norte,Santiago,Normal,Femenino,Deportes y Viajes,14.39,2,1.439,30.219,3/2/2019,19:44,Tarjeta de Credito,28.78,4.761904762,1.439,7.2
290-68-2984,Sur,San Cristobal,Normal,Masculino,Hogar y Estilo de Vida,23.75,4,4.75,99.75,3/16/2019,11:22,Efectivo,95,4.761904762,4.75,5.2
704-11-6354,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,58.9,8,23.56,494.76,1/6/2019,11:23,Efectivo,471.2,4.761904762,23.56,8.9
110-48-7033,Este,Punta Cana,Miembro,Masculino,Cosmeticos,32.62,4,6.524,137.004,1/29/2019,14:12,Efectivo,130.48,4.761904762,6.524,9
366-93-0948,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,66.35,1,3.3175,69.6675,1/31/2019,10:46,Tarjeta de Credito,66.35,4.761904762,3.3175,9.7
729-09-9681,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,25.91,6,7.773,163.233,2/5/2019,10:16,Cheque,155.46,4.761904762,7.773,8.7
151-16-1484,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,32.25,4,6.45,135.45,2/13/2019,12:38,Cheque,129,4.761904762,6.45,6.5
380-94-4661,Norte,Santiago,Miembro,Masculino,Accesorios Electronicos,65.94,4,13.188,276.948,2/7/2019,13:05,Tarjeta de Credito,263.76,4.761904762,13.188,6.9
850-41-9669,Sur,San Cristobal,Normal,Femenino,Accesorios Electronicos,75.06,9,33.777,709.317,3/19/2019,13:25,Cheque,675.54,4.761904762,33.777,6.2
821-07-3596,Norte,Santiago,Normal,Femenino,Cosmeticos,16.45,4,3.29,69.09,3/7/2019,14:53,Cheque,65.8,4.761904762,3.29,5.6
655-85-5130,Este,Punta Cana,Miembro,Femenino,Cosmeticos,38.3,4,7.66,160.86,3/13/2019,19:22,Efectivo,153.2,4.761904762,7.66,5.7
447-15-7839,Sur,San Cristobal,Miembro,Femenino,Deportes y Viajes,22.24,10,11.12,233.52,2/9/2019,11:00,Efectivo,222.4,4.761904762,11.12,4.2
154-74-7179,Este,Punta Cana,Normal,Masculino,Deportes y Viajes,54.45,1,2.7225,57.1725,2/26/2019,19:24,Cheque,54.45,4.761904762,2.7225,7.9
253-12-6086,Sur,San Cristobal,Miembro,Femenino,Deportes y Viajes,98.4,7,34.44,723.24,3/12/2019,12:43,Tarjeta de Credito,688.8,4.761904762,34.44,8.7
808-65-0703,Norte,Santiago,Normal,Masculino,Hogar y Estilo de Vida,35.47,4,7.094,148.974,3/14/2019,17:22,Tarjeta de Credito,141.88,4.761904762,7.094,6.9
571-94-0759,Este,Punta Cana,Miembro,Femenino,Alimentos y Bebidas,74.6,10,37.3,783.3,1/8/2019,20:55,Efectivo,746,4.761904762,37.3,9.5
144-51-6085,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,70.74,4,14.148,297.108,1/5/2019,16:05,Tarjeta de Credito,282.96,4.761904762,14.148,4.4
731-14-2199,Sur,San Cristobal,Miembro,Femenino,Hogar y Estilo de Vida,35.54,10,17.77,373.17,1/4/2019,13:34,Cheque,355.4,4.761904762,17.77,7
783-09-1637,Este,Punta Cana,Normal,Femenino,Deportes y Viajes,67.43,5,16.8575,354.0075,3/6/2019,18:13,Cheque,337.15,4.761904762,16.8575,6.3
687-15-1097,Norte,Santiago,Miembro,Femenino,Salud y Belleza,21.12,2,2.112,44.352,1/3/2019,19:17,Efectivo,42.24,4.761904762,2.112,9.7
126-54-1082,Sur,San Cristobal,Miembro,Femenino,Hogar y Estilo de Vida,21.54,9,9.693,203.553,1/7/2019,11:44,Tarjeta de Credito,193.86,4.761904762,9.693,8.8
633-91-1052,Sur,San Cristobal,Normal,Femenino,Hogar y Estilo de Vida,12.03,2,1.203,25.263,1/27/2019,15:51,Efectivo,24.06,4.761904762,1.203,5.1
477-24-6490,Este,Punta Cana,Normal,Femenino,Salud y Belleza,99.71,6,29.913,628.173,2/26/2019,16:52,Cheque,598.26,4.761904762,29.913,7.9
566-19-5475,Este,Punta Cana,Normal,Masculino,Cosmeticos,47.97,7,16.7895,352.5795,1/7/2019,20:52,Efectivo,335.79,4.761904762,16.7895,6.2
526-86-8552,Norte,Santiago,Miembro,Femenino,Hogar y Estilo de Vida,21.82,10,10.91,229.11,1/7/2019,17:36,Efectivo,218.2,4.761904762,10.91,7.1
376-56-3573,Norte,Santiago,Normal,Femenino,Cosmeticos,95.42,4,19.084,400.764,2/2/2019,13:23,Cheque,381.68,4.761904762,19.084,6.4
537-72-0426,Norte,Santiago,Miembro,Masculino,Cosmeticos,70.99,10,35.495,745.395,3/20/2019,16:28,Efectivo,709.9,4.761904762,35.495,5.7
828-61-5674,Sur,San Cristobal,Miembro,Masculino,Deportes y Viajes,44.02,10,22.01,462.21,3/20/2019,19:57,Tarjeta de Credito,440.2,4.761904762,22.01,9.6
136-08-6195,Sur,San Cristobal,Normal,Femenino,Hogar y Estilo de Vida,69.96,8,27.984,587.664,2/15/2019,17:01,Tarjeta de Credito,559.68,4.761904762,27.984,6.4
523-38-0215,Norte,Santiago,Normal,Masculino,Hogar y Estilo de Vida,37,1,1.85,38.85,3/6/2019,13:29,Tarjeta de Credito,37,4.761904762,1.85,7.9
490-29-1201,Sur,San Cristobal,Normal,Femenino,Deportes y Viajes,15.34,1,0.767,16.107,1/6/2019,11:09,Efectivo,15.34,4.761904762,0.767,6.5
667-92-0055,Sur,San Cristobal,Miembro,Masculino,Salud y Belleza,99.83,6,29.949,628.929,3/4/2019,15:02,Cheque,598.98,4.761904762,29.949,8.5
565-17-3836,Sur,San Cristobal,Miembro,Femenino,Salud y Belleza,47.67,4,9.534,200.214,3/12/2019,14:21,Efectivo,190.68,4.761904762,9.534,9.1
498-41-1961,Este,Punta Cana,Normal,Masculino,Salud y Belleza,66.68,5,16.67,350.07,2/20/2019,18:01,Efectivo,333.4,4.761904762,16.67,7.6
593-95-4461,Norte,Santiago,Miembro,Masculino,Hogar y Estilo de Vida,74.86,1,3.743,78.603,3/24/2019,14:49,Efectivo,74.86,4.761904762,3.743,6.9
226-71-3580,Norte,Santiago,Normal,Femenino,Deportes y Viajes,23.75,9,10.6875,224.4375,1/31/2019,12:02,Efectivo,213.75,4.761904762,10.6875,9.5
283-79-9594,Este,Punta Cana,Normal,Femenino,Alimentos y Bebidas,48.51,7,16.9785,356.5485,1/25/2019,13:30,Tarjeta de Credito,339.57,4.761904762,16.9785,5.2
430-60-3493,Sur,San Cristobal,Miembro,Femenino,Hogar y Estilo de Vida,94.88,7,33.208,697.368,2/3/2019,14:38,Efectivo,664.16,4.761904762,33.208,4.2
139-20-0155,Este,Punta Cana,Miembro,Masculino,Accesorios Electronicos,40.3,10,20.15,423.15,1/24/2019,17:37,Tarjeta de Credito,403,4.761904762,20.15,7
558-80-4082,Norte,Santiago,Normal,Masculino,Accesorios Electronicos,27.85,7,9.7475,204.6975,3/14/2019,17:20,Cheque,194.95,4.761904762,9.7475,6
278-97-7759,Sur,San Cristobal,Miembro,Femenino,Accesorios Electronicos,62.48,1,3.124,65.604,2/18/2019,20:29,Efectivo,62.48,4.761904762,3.124,4.7
316-68-6352,Sur,San Cristobal,Miembro,Femenino,Alimentos y Bebidas,36.36,2,3.636,76.356,1/21/2019,10:00,Efectivo,72.72,4.761904762,3.636,7.1
585-03-5943,Este,Punta Cana,Normal,Masculino,Salud y Belleza,18.11,10,9.055,190.155,3/13/2019,11:46,Cheque,181.1,4.761904762,9.055,5.9
211-05-0490,Norte,Santiago,Miembro,Femenino,Accesorios Electronicos,51.92,5,12.98,272.58,3/3/2019,13:42,Efectivo,259.6,4.761904762,12.98,7.5
727-75-6477,Norte,Santiago,Normal,Masculino,Accesorios Electronicos,28.84,4,5.768,121.128,3/29/2019,14:44,Efectivo,115.36,4.761904762,5.768,6.4
744-02-5987,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,78.38,6,23.514,493.794,1/10/2019,14:16,Cheque,470.28,4.761904762,23.514,5.8
307-83-9164,Sur,San Cristobal,Miembro,Masculino,Hogar y Estilo de Vida,60.01,4,12.002,252.042,1/25/2019,15:54,Efectivo,240.04,4.761904762,12.002,4.5
779-06-0012,Norte,Santiago,Miembro,Femenino,Hogar y Estilo de Vida,88.61,1,4.4305,93.0405,1/19/2019,10:21,Efectivo,88.61,4.761904762,4.4305,7.7
446-47-6729,Norte,Santiago,Normal,Masculino,Cosmeticos,99.82,2,9.982,209.622,1/2/2019,18:09,Tarjeta de Credito,199.64,4.761904762,9.982,6.7
573-10-3877,Este,Punta Cana,Miembro,Masculino,Salud y Belleza,39.01,1,1.9505,40.9605,3/12/2019,16:46,Tarjeta de Credito,39.01,4.761904762,1.9505,4.7
735-06-4124,Norte,Santiago,Normal,Masculino,Alimentos y Bebidas,48.61,1,2.4305,51.0405,2/25/2019,15:31,Efectivo,48.61,4.761904762,2.4305,4.4
439-54-7422,Sur,San Cristobal,Normal,Femenino,Accesorios Electronicos,51.19,4,10.238,214.998,3/18/2019,17:15,Tarjeta de Credito,204.76,4.761904762,10.238,4.7
396-90-2219,Este,Punta Cana,Normal,Femenino,Accesorios Electronicos,14.96,8,5.984,125.664,2/23/2019,12:29,Efectivo,119.68,4.761904762,5.984,8.6
411-77-0180,Sur,San Cristobal,Miembro,Masculino,Accesorios Electronicos,72.2,7,25.27,530.67,3/26/2019,20:14,Cheque,505.4,4.761904762,25.27,4.3
286-01-5402,Sur,San Cristobal,Normal,Femenino,Deportes y Viajes,40.23,7,14.0805,295.6905,3/30/2019,13:22,Efectivo,281.61,4.761904762,14.0805,9.6
803-17-8013,Sur,San Cristobal,Miembro,Femenino,Hogar y Estilo de Vida,88.79,8,35.516,745.836,2/17/2019,17:09,Efectivo,710.32,4.761904762,35.516,4.1
512-98-1403,Sur,San Cristobal,Miembro,Femenino,Accesorios Electronicos,26.48,3,3.972,83.412,3/21/2019,10:40,Cheque,79.44,4.761904762,3.972,4.7
848-42-2560,Sur,San Cristobal,Normal,Femenino,Cosmeticos,81.91,2,8.191,172.011,3/5/2019,17:43,Efectivo,163.82,4.761904762,8.191,7.8
532-59-7201,Este,Punta Cana,Miembro,Masculino,Deportes y Viajes,79.93,6,23.979,503.559,1/31/2019,14:04,Efectivo,479.58,4.761904762,23.979,5.5
181-94-6432,Norte,Santiago,Miembro,Masculino,Cosmeticos,69.33,2,6.933,145.593,2/5/2019,19:05,Cheque,138.66,4.761904762,6.933,9.7
870-76-1733,Sur,San Cristobal,Miembro,Femenino,Alimentos y Bebidas,14.23,5,3.5575,74.7075,2/1/2019,10:08,Tarjeta de Credito,71.15,4.761904762,3.5575,4.4
423-64-4619,Sur,San Cristobal,Miembro,Femenino,Salud y Belleza,15.55,9,6.9975,146.9475,3/7/2019,13:12,Efectivo,139.95,4.761904762,6.9975,5
